Date	Latitude(deg)	Longitude(deg)	hamsl(m)	hafl(m)	climbrate(cm/s)	GroundSpeed(m/s)	Airspeed(m/s)	Mav_Link(%)	Rssi_Link(%)	Throttle	Roll(deg)	Pitch(deg)	Yaw(deg)	Rollrate(dps)	Pitchrate(dps)	Yawrate(dps)	accelX(m/s/s)	accelY(m/s/s)	accelZ(m/s/s)	vgN(mps)	vgE(mps)	vgD(mps)	Aileron(unit)	Elevator(unit)	Rudder(unit)	Throttle(unit)
18:00:04:403	47.0272	-121.5857	874.7521	874.7521	0	0	0	0	0	0	-2.191589	-0.392724	-33.78131	0.03064596	0.02081562	-0.6865082	-5.699558	8.099723	-999.4755	23.59625	-6.347843	0.4735198	0.008000016	-0.028	-0.01200002	0	
18:00:04:442	47.02721	-121.5857	875.0354	875.0354	0	0	0	0	0	0	-2.191589	-0.392724	-33.78131	0.03064596	0.02081562	-0.6865082	-5.699558	8.099723	-999.4755	23.59299	-6.362398	0.4736667	0.008000016	-0.028	-0.01200002	0	
18:00:04:462	47.02721	-121.5857	875.0354	875.0354	0	0	0	0	0	0	-2.191589	-0.392724	-33.78131	0.03064596	0.02081562	-0.6865082	-5.699558	8.099723	-999.4755	23.59299	-6.362398	0.4736667	0.008000016	-0.028	-0.01200002	0	
18:00:04:504	47.02721	-121.5857	875.0354	875.0354	0	0	0	0	0	0	-2.187952	-0.3931994	-33.85007	0.03203938	0.0216168	-0.6869763	-5.726182	8.114298	-999.5122	23.59299	-6.362398	0.4736667	0.008000016	-0.028	-0.01200002	0	
18:00:04:539	47.02721	-121.5857	875.0354	875.0354	0	0	0	0	0	0	-2.187952	-0.3931994	-33.85007	0.03203938	0.0216168	-0.6869763	-5.726182	8.114298	-999.5122	23.59299	-6.362398	0.4736667	0.008000016	-0.028	-0.01200002	0	
18:00:04:559	47.02721	-121.5857	875.0354	875.0354	0	0	0	0	0	0	-2.187952	-0.3931994	-33.85007	0.03203938	0.0216168	-0.6869763	-5.726182	8.114298	-999.5122	23.59299	-6.362398	0.4736667	0.008000016	-0.028	-0.01200002	0	
18:00:04:600	47.02721	-121.5857	875.0354	875.0354	0	0	0	0	0	0	-2.187952	-0.3931994	-33.85007	0.03203938	0.0216168	-0.6869763	-5.726182	8.114298	-999.5122	23.59299	-6.362398	0.4736667	0.008000016	-0.028	-0.01200002	0	
18:00:04:604	47.02721	-121.5857	875.0354	875.0354	0	0	0	0	0	0	-2.187952	-0.3931994	-33.85007	0.03203938	0.0216168	-0.6869763	-5.726182	8.114298	-999.5122	23.59299	-6.362398	0.4736667	0.008000016	-0.028	-0.01200002	0	
18:00:04:647	47.02725	-121.5857	876.5071	876.5071	0	0	0	0	0	0	-2.184219	-0.3935905	-33.91904	0.03273997	0.02239639	-0.6879615	-5.750751	8.11934	-999.5535	23.57986	-6.42044	0.4741516	0.008000016	-0.028	-0.01200002	0	
18:00:04:666	47.02725	-121.5857	876.5071	876.5071	0	0	0	0	0	0	-2.184219	-0.3935905	-33.91904	0.03273997	0.02239639	-0.6879615	-5.750751	8.11934	-999.5535	23.57986	-6.42044	0.4741516	0.008000016	-0.028	-0.01200002	0	
18:00:04:708	47.02725	-121.5857	876.5071	876.5071	0	0	0	0	0	0	-2.184219	-0.3935905	-33.91904	0.03273997	0.02239639	-0.6879615	-5.750751	8.11934	-999.5535	23.57986	-6.42044	0.4741516	0.008000016	-0.028	-0.01200002	0	
18:00:04:743	47.02725	-121.5857	876.5071	876.5071	0	0	0	0	0	0	-2.180455	-0.3939026	-33.98822	0.03274344	0.0231767	-0.6886846	-5.772422	8.113321	-999.5862	23.57986	-6.42044	0.4741516	0.008000016	-0.028	-0.01200002	0	
18:00:04:765	47.02725	-121.5857	876.5071	876.5071	0	0	0	0	0	0	-2.180455	-0.3939026	-33.98822	0.03274344	0.0231767	-0.6886846	-5.772422	8.113321	-999.5862	23.57986	-6.42044	0.4741516	0.008000016	-0.028	-0.01200002	0	
18:00:04:805	47.02725	-121.5857	876.5071	876.5071	0	0	0	0	0	0	-2.180455	-0.3939026	-33.98822	0.03274344	0.0231767	-0.6886846	-5.772422	8.113321	-999.5862	23.57986	-6.42044	0.4741516	0.008000016	-0.028	-0.01200002	0	
18:00:04:847	47.02729	-121.5857	877.9219	877.9219	0	0	0	0	0	0	-2.176784	-0.3941366	-34.05627	0.03226798	0.02393537	-0.6885521	-5.792719	8.102098	-999.6196	23.56663	-6.477982	0.4744747	0.008000016	-0.028	-0.01200002	0	
18:00:04:867	47.02729	-121.5857	877.9219	877.9219	0	0	0	0	0	0	-2.176784	-0.3941366	-34.05627	0.03226798	0.02393537	-0.6885521	-5.792719	8.102098	-999.6196	23.56663	-6.477982	0.4744747	0.008000016	-0.028	-0.01200002	0	
18:00:04:909	47.02729	-121.5857	877.9219	877.9219	0	0	0	0	0	0	-2.176784	-0.3941366	-34.05627	0.03226798	0.02393537	-0.6885521	-5.792719	8.102098	-999.6196	23.56663	-6.477982	0.4744747	0.008000016	-0.028	-0.01200002	0	
18:00:04:946	47.02729	-121.5857	877.9219	877.9219	0	0	0	0	0	0	-2.17496	-0.3942159	-34.09048	0.03198484	0.02432088	-0.688134	-5.802281	8.09473	-999.6365	23.56663	-6.477982	0.4744747	0.008000016	-0.028	-0.01200002	0	
18:00:04:969	47.02729	-121.5857	877.9219	877.9219	0	0	0	0	0	0	-2.17496	-0.3942159	-34.09048	0.03198484	0.02432088	-0.688134	-5.802281	8.09473	-999.6365	23.56663	-6.477982	0.4744747	0.008000016	-0.028	-0.01200002	0	
18:00:05:6	47.02729	-121.5857	877.9219	877.9219	0	0	0	0	0	0	-2.17496	-0.3942159	-34.09048	0.03198484	0.02432088	-0.688134	-5.802281	8.09473	-999.6365	23.56663	-6.477982	0.4744747	0.008000016	-0.028	-0.01200002	0	
18:00:05:43	47.02729	-121.5857	877.9219	877.9219	0	0	0	0	0	0	-2.17496	-0.3942159	-34.09048	0.03198484	0.02432088	-0.688134	-5.802281	8.09473	-999.6365	23.56663	-6.477982	0.4744747	0.008000016	-0.028	-0.01200002	0	
18:00:05:68	47.02734	-121.5857	879.306	879.306	0	0	0	0	0	0	-2.17496	-0.3942159	-34.09048	0.03198484	0.02432088	-0.688134	-5.802281	8.09473	-999.6365	23.55335	-6.534891	0.4746467	0.008000016	-0.028	-0.01200002	0	
18:00:05:109	47.02734	-121.5857	879.306	879.306	0	0	0	0	0	0	-2.173137	-0.3942828	-34.12479	0.03169988	0.02470055	-0.687472	-5.811928	8.088597	-999.6536	23.55335	-6.534891	0.4746467	0.008000016	-0.028	-0.01200002	0	
18:00:05:146	47.02734	-121.5857	879.306	879.306	0	0	0	0	0	0	-2.173137	-0.3942828	-34.12479	0.03169988	0.02470055	-0.687472	-5.811928	8.088597	-999.6536	23.55335	-6.534891	0.4746467	0.008000016	-0.028	-0.01200002	0	
18:00:05:166	47.02734	-121.5857	879.306	879.306	0	0	0	0	0	0	-2.173137	-0.3942828	-34.12479	0.03169988	0.02470055	-0.687472	-5.811928	8.088597	-999.6536	23.55335	-6.534891	0.4746467	0.008000016	-0.028	-0.01200002	0	
18:00:05:206	47.02734	-121.5857	879.306	879.306	0	0	0	0	0	0	-2.173137	-0.3942828	-34.12479	0.03169988	0.02470055	-0.687472	-5.811928	8.088597	-999.6536	23.55335	-6.534891	0.4746467	0.008000016	-0.028	-0.01200002	0	
18:00:05:248	47.02734	-121.5857	879.306	879.306	0	0	0	0	0	0	-2.169534	-0.3943468	-34.19345	0.03114294	0.02545328	-0.6853788	-5.831424	8.076449	-999.6879	23.55335	-6.534891	0.4746467	0.008000016	-0.028	-0.01200002	0	
18:00:05:268	47.02735	-121.5857	879.6603	879.6603	0	0	0	0	0	0	-2.169534	-0.3943468	-34.19345	0.03114294	0.02545328	-0.6853788	-5.831424	8.076449	-999.6879	23.55002	-6.549053	0.4746684	0.008000016	-0.028	-0.01200002	0	
18:00:05:311	47.02735	-121.5857	879.6603	879.6603	0	0	0	0	0	0	-2.169534	-0.3943468	-34.19345	0.03114294	0.02545328	-0.6853788	-5.831424	8.076449	-999.6879	23.55002	-6.549053	0.4746684	0.008000016	-0.028	-0.01200002	0	
18:00:05:347	47.02735	-121.5857	879.6603	879.6603	0	0	0	0	0	0	-2.165958	-0.3943222	-34.26199	0.03096468	0.0261994	-0.6826489	-5.851319	8.069858	-999.7213	23.55002	-6.549053	0.4746684	0.008000016	-0.028	-0.01200002	0	
18:00:05:371	47.02735	-121.5857	879.6603	879.6603	0	0	0	0	0	0	-2.165958	-0.3943222	-34.26199	0.03096468	0.0261994	-0.6826489	-5.851319	8.069858	-999.7213	23.55002	-6.549053	0.4746684	0.008000016	-0.028	-0.01200002	0	
18:00:05:413	47.02735	-121.5857	879.6603	879.6603	0	0	0	0	0	0	-2.165958	-0.3943222	-34.26199	0.03096468	0.0261994	-0.6826489	-5.851319	8.069858	-999.7213	23.55002	-6.549053	0.4746684	0.008000016	-0.028	-0.01200002	0	
18:00:05:450	47.02735	-121.5857	879.6603	879.6603	0	0	0	0	0	0	-2.162383	-0.3942082	-34.3302	0.03117644	0.02693875	-0.6797258	-5.871788	8.069173	-999.7544	23.55002	-6.549053	0.4746684	0.008000016	-0.028	-0.01200002	0	
18:00:05:469	47.02738	-121.5858	880.7385	880.7385	0	0	0	0	0	0	-2.162383	-0.3942082	-34.3302	0.03117644	0.02693875	-0.6797258	-5.871788	8.069173	-999.7544	23.53991	-6.59166	0.4746809	0.008000016	-0.028	-0.01200002	0	
18:00:05:516	47.02738	-121.5858	880.7385	880.7385	0	0	0	0	0	0	-2.162383	-0.3942082	-34.3302	0.03117644	0.02693875	-0.6797258	-5.871788	8.069173	-999.7544	23.53991	-6.59166	0.4746809	0.008000016	-0.028	-0.01200002	0	
18:00:05:550	47.02738	-121.5858	880.7385	880.7385	0	0	0	0	0	0	-2.162383	-0.3942082	-34.3302	0.03117644	0.02693875	-0.6797258	-5.871788	8.069173	-999.7544	23.53991	-6.59166	0.4746809	0.008000016	-0.028	-0.01200002	0	
18:00:05:567	47.02738	-121.5858	880.7385	880.7385	0	0	0	0	0	0	-2.162383	-0.3942082	-34.3302	0.03117644	0.02693875	-0.6797258	-5.871788	8.069173	-999.7544	23.53991	-6.59166	0.4746809	0.008000016	-0.028	-0.01200002	0	
18:00:05:609	47.02738	-121.5858	880.7385	880.7385	0	0	0	0	0	0	-2.158756	-0.3940012	-34.39816	0.03175879	0.02766558	-0.67707	-5.89303	8.073402	-999.7873	23.53991	-6.59166	0.4746809	0.008000016	-0.028	-0.01200002	0	
18:00:05:612	47.02738	-121.5858	880.7385	880.7385	0	0	0	0	0	0	-2.158756	-0.3940012	-34.39816	0.03175879	0.02766558	-0.67707	-5.89303	8.073402	-999.7873	23.53991	-6.59166	0.4746809	0.008000016	-0.028	-0.01200002	0	
18:00:05:649	47.02738	-121.5858	880.7385	880.7385	0	0	0	0	0	0	-2.158756	-0.3940012	-34.39816	0.03175879	0.02766558	-0.67707	-5.89303	8.073402	-999.7873	23.53991	-6.59166	0.4746809	0.008000016	-0.028	-0.01200002	0	
18:00:05:670	47.02742	-121.5858	882.1902	882.1902	0	0	0	0	0	0	-2.158756	-0.3940012	-34.39816	0.03175879	0.02766558	-0.67707	-5.89303	8.073402	-999.7873	23.52625	-6.648412	0.4745762	0.008000016	-0.028	-0.01200002	0	
18:00:05:712	47.02742	-121.5858	882.1902	882.1902	0	0	0	0	0	0	-2.155058	-0.3937167	-34.46597	0.03252936	0.02838418	-0.6749214	-5.914013	8.081141	-999.8196	23.52625	-6.648412	0.4745762	0.008000016	-0.028	-0.01200002	0	
18:00:05:752	47.02742	-121.5858	882.1902	882.1902	0	0	0	0	0	0	-2.155058	-0.3937167	-34.46597	0.03252936	0.02838418	-0.6749214	-5.914013	8.081141	-999.8196	23.52625	-6.648412	0.4745762	0.008000016	-0.028	-0.01200002	0	
18:00:05:772	47.02742	-121.5858	882.1902	882.1902	0	0	0	0	0	0	-2.155058	-0.3937167	-34.46597	0.03252936	0.02838418	-0.6749214	-5.914013	8.081141	-999.8196	23.52625	-6.648412	0.4745762	0.008000016	-0.028	-0.01200002	0	
18:00:05:808	47.02742	-121.5858	882.1902	882.1902	0	0	0	0	0	0	-2.165032	-0.3933251	-34.53351	-0.2944058	0.02935426	-0.668548	-5.936801	8.027784	-999.8477	23.52625	-6.648412	0.4745762	0.006000042	-0.028	-0.01200002	0	
18:00:05:849	47.02742	-121.5858	882.1902	882.1902	0	0	0	0	0	0	-2.165032	-0.3933251	-34.53351	-0.2944058	0.02935426	-0.668548	-5.936801	8.027784	-999.8477	23.52625	-6.648412	0.4745762	0.006000042	-0.028	-0.01200002	0	
18:00:05:875	47.02744	-121.5858	882.9318	882.9318	0	0	0	0	0	0	-2.165032	-0.3933251	-34.53351	-0.2944058	0.02935426	-0.668548	-5.936801	8.027784	-999.8477	23.51937	-6.676666	0.4744715	0.006000042	-0.028	-0.01200002	0	
18:00:05:914	47.02744	-121.5858	882.9318	882.9318	0	0	0	0	0	0	-2.165032	-0.3933251	-34.53351	-0.2944058	0.02935426	-0.668548	-5.936801	8.027784	-999.8477	23.51937	-6.676666	0.4744715	0.006000042	-0.028	-0.01200002	0	
18:00:05:953	47.02744	-121.5858	882.9318	882.9318	0	0	0	0	0	0	-2.189374	-0.392811	-34.60028	-0.07673954	0.03059821	-0.6635999	-5.970735	8.247668	-999.856	23.51937	-6.676666	0.4744715	0.008000016	-0.028	-0.01200002	0	
18:00:05:973	47.02744	-121.5858	882.9318	882.9318	0	0	0	0	0	0	-2.189374	-0.392811	-34.60028	-0.07673954	0.03059821	-0.6635999	-5.970735	8.247668	-999.856	23.51937	-6.676666	0.4744715	0.008000016	-0.028	-0.01200002	0	
18:00:06:14	47.02744	-121.5858	882.9318	882.9318	0	0	0	0	0	0	-2.189374	-0.392811	-34.60028	-0.07673954	0.03059821	-0.6635999	-5.970735	8.247668	-999.856	23.51937	-6.676666	0.4744715	0.008000016	-0.028	-0.01200002	0	
18:00:06:55	47.02744	-121.5858	882.9318	882.9318	0	0	0	0	0	0	-2.189374	-0.392811	-34.60028	-0.07673954	0.03059821	-0.6635999	-5.970735	8.247668	-999.856	23.51937	-6.676666	0.4744715	0.008000016	-0.028	-0.01200002	0	
18:00:06:71	47.02744	-121.5858	882.9318	882.9318	0	0	0	0	0	0	-2.187848	-0.3955433	-34.66739	0.03141587	-0.05416502	-0.6723154	-5.995927	8.260929	-1000.352	23.51937	-6.676666	0.4744715	0.008000016	-0.02999997	-0.01200002	0	
18:00:06:114	47.02748	-121.5858	884.3635	884.3635	0	0	0	0	0	0	-2.187848	-0.3955433	-34.66739	0.03141587	-0.05416502	-0.6723154	-5.995927	8.260929	-1000.352	23.50543	-6.733131	0.4741649	0.008000016	-0.02999997	-0.01200002	0	
18:00:06:157	47.02748	-121.5858	884.3635	884.3635	0	0	0	0	0	0	-2.187848	-0.3955433	-34.66739	0.03141587	-0.05416502	-0.6723154	-5.995927	8.260929	-1000.352	23.50543	-6.733131	0.4741649	0.008000016	-0.02999997	-0.01200002	0	
18:00:06:172	47.02748	-121.5858	884.3635	884.3635	0	0	0	0	0	0	-2.187848	-0.3955433	-34.66739	0.03141587	-0.05416502	-0.6723154	-5.995927	8.260929	-1000.352	23.50543	-6.733131	0.4741649	0.008000016	-0.02999997	-0.01200002	0	
18:00:06:210	47.02748	-121.5858	884.3635	884.3635	0	0	0	0	0	0	-2.183391	-0.4115535	-34.73511	0.04246042	-0.1742015	-0.683522	-5.96083	8.279995	-996.1368	23.50543	-6.733131	0.4741649	0.008000016	-0.02999997	-0.01200002	0	
18:00:06:251	47.02748	-121.5858	884.3635	884.3635	0	0	0	0	0	0	-2.183391	-0.4115535	-34.73511	0.04246042	-0.1742015	-0.683522	-5.96083	8.279995	-996.1368	23.50543	-6.733131	0.4741649	0.008000016	-0.02999997	-0.01200002	0	
18:00:06:276	47.02748	-121.5858	884.3635	884.3635	0	0	0	0	0	0	-2.183391	-0.4115535	-34.73511	0.04246042	-0.1742015	-0.683522	-5.96083	8.279995	-996.1368	23.50543	-6.733131	0.4741649	0.008000016	-0.02999997	-0.01200002	0	
18:00:06:313	47.02753	-121.5858	885.7724	885.7724	0	0	0	0	0	0	-2.180945	-0.4231435	-34.76923	0.04406967	-0.2140939	-0.6886562	-5.944913	8.270129	-993.9561	23.49104	-6.79021	0.4733448	0.008000016	-0.02999997	-0.01200002	0	
18:00:06:353	47.02753	-121.5858	885.7724	885.7724	0	0	0	0	0	0	-2.180945	-0.4231435	-34.76923	0.04406967	-0.2140939	-0.6886562	-5.944913	8.270129	-993.9561	23.49104	-6.79021	0.4733448	0.008000016	-0.02999997	-0.01200002	0	
18:00:06:374	47.02753	-121.5858	885.7724	885.7724	0	0	0	0	0	0	-2.180945	-0.4231435	-34.76923	0.04406967	-0.2140939	-0.6886562	-5.944913	8.270129	-993.9561	23.49104	-6.79021	0.4733448	0.008000016	-0.02999997	-0.01200002	0	
18:00:06:415	47.02753	-121.5858	885.7724	885.7724	0	0	0	0	0	0	-2.178448	-0.4363223	-34.80356	0.04469676	-0.2431354	-0.6930181	-5.934779	8.251518	-992.0168	23.49104	-6.79021	0.4733448	0.008000016	-0.02999997	-0.01200002	0	
18:00:06:456	47.02753	-121.5858	885.7724	885.7724	0	0	0	0	0	0	-2.178448	-0.4363223	-34.80356	0.04469676	-0.2431354	-0.6930181	-5.934779	8.251518	-992.0168	23.49104	-6.79021	0.4733448	0.008000016	-0.02999997	-0.01200002	0	
18:00:06:476	47.02753	-121.5858	885.7724	885.7724	0	0	0	0	0	0	-2.178448	-0.4363223	-34.80356	0.04469676	-0.2431354	-0.6930181	-5.934779	8.251518	-992.0168	23.49104	-6.79021	0.4733448	0.008000016	-0.02999997	-0.01200002	0	
18:00:06:518	47.02756	-121.5858	886.7697	886.7697	0	0	0	0	0	0	-2.178448	-0.4363223	-34.80356	0.04469676	-0.2431354	-0.6930181	-5.934779	8.251518	-992.0168	23.4805	-6.832862	0.4777316	0.008000016	-0.02999997	-0.01200002	0	
18:00:06:558	47.02756	-121.5858	886.7697	886.7697	0	0	0	0	0	0	-2.178448	-0.4363223	-34.80356	0.04469676	-0.2431354	-0.6930181	-5.934779	8.251518	-992.0168	23.4805	-6.832862	0.4777316	0.008000016	-0.02999997	-0.01200002	0	
18:00:06:575	47.02756	-121.5858	886.7697	886.7697	0	0	0	0	0	0	-2.178448	-0.4363223	-34.80356	0.04469676	-0.2431354	-0.6930181	-5.934779	8.251518	-992.0168	23.4805	-6.832862	0.4777316	0.008000016	-0.02999997	-0.01200002	0	
18:00:06:614	47.02756	-121.5858	886.7697	886.7697	0	0	0	0	0	0	-2.173157	-0.4555828	-34.87292	0.04791022	-0.1250547	-0.698657	-5.970677	8.189827	-990.6385	23.4805	-6.832862	0.4777316	0.008000016	-0.028	-0.01200002	0	
18:00:06:616	47.02756	-121.5858	886.7697	886.7697	0	0	0	0	0	0	-2.173157	-0.4555828	-34.87292	0.04791022	-0.1250547	-0.698657	-5.970677	8.189827	-990.6385	23.4805	-6.832862	0.4777316	0.008000016	-0.028	-0.01200002	0	
18:00:06:657	47.02756	-121.5858	886.7697	886.7697	0	0	0	0	0	0	-2.173157	-0.4555828	-34.87292	0.04791022	-0.1250547	-0.698657	-5.970677	8.189827	-990.6385	23.4805	-6.832862	0.4777316	0.008000016	-0.028	-0.01200002	0	
18:00:06:677	47.02756	-121.5858	886.7697	886.7697	0	0	0	0	0	0	-2.173157	-0.4555828	-34.87292	0.04791022	-0.1250547	-0.698657	-5.970677	8.189827	-990.6385	23.4805	-6.832862	0.4777316	0.008000016	-0.028	-0.01200002	0	
18:00:06:719	47.02757	-121.5858	887.1805	887.1805	0	0	0	0	0	0	-2.168083	-0.4655036	-34.9429	0.04271575	-0.0454888	-0.6994868	-6.048573	8.116444	-993.3563	23.47718	-6.847018	0.4812683	0.008000016	-0.028	-0.01200002	0	
18:00:06:754	47.02757	-121.5858	887.1805	887.1805	0	0	0	0	0	0	-2.168083	-0.4655036	-34.9429	0.04271575	-0.0454888	-0.6994868	-6.048573	8.116444	-993.3563	23.47718	-6.847018	0.4812683	0.008000016	-0.028	-0.01200002	0	
18:00:06:779	47.02757	-121.5858	887.1805	887.1805	0	0	0	0	0	0	-2.168083	-0.4655036	-34.9429	0.04271575	-0.0454888	-0.6994868	-6.048573	8.116444	-993.3563	23.47718	-6.847018	0.4812683	0.008000016	-0.028	-0.01200002	0	
18:00:06:816	47.02757	-121.5858	887.1805	887.1805	0	0	0	0	0	0	-2.168083	-0.4655036	-34.9429	0.04271575	-0.0454888	-0.6994868	-6.048573	8.116444	-993.3563	23.47718	-6.847018	0.4812683	0.008000016	-0.028	-0.01200002	0	
18:00:06:860	47.02757	-121.5858	887.1805	887.1805	0	0	0	0	0	0	-2.163595	-0.4695182	-35.01291	0.03689376	0.001711453	-0.6953557	-6.122976	8.05148	-996.0959	23.47718	-6.847018	0.4812683	0.008000016	-0.028	-0.01200002	0	
18:00:06:877	47.02757	-121.5858	887.1805	887.1805	0	0	0	0	0	0	-2.163595	-0.4695182	-35.01291	0.03689376	0.001711453	-0.6953557	-6.122976	8.05148	-996.0959	23.47718	-6.847018	0.4812683	0.008000016	-0.028	-0.01200002	0	
18:00:06:919	47.02761	-121.5859	888.6226	888.6226	0	0	0	0	0	0	-2.163595	-0.4695182	-35.01291	0.03689376	0.001711453	-0.6953557	-6.122976	8.05148	-996.0959	23.46456	-6.903678	0.4979142	0.008000016	-0.028	-0.01200002	0	
18:00:06:955	47.02761	-121.5859	888.6226	888.6226	0	0	0	0	0	0	-2.163595	-0.4695182	-35.01291	0.03689376	0.001711453	-0.6953557	-6.122976	8.05148	-996.0959	23.46456	-6.903678	0.4979142	0.008000016	-0.028	-0.01200002	0	
18:00:06:980	47.02761	-121.5859	888.6226	888.6226	0	0	0	0	0	0	-2.15959	-0.4702689	-35.08234	0.0328704	0.02624931	-0.6874905	-6.186701	8.007922	-998.0982	23.46456	-6.903678	0.4979142	0.008000016	-0.028	-0.01200002	0	
18:00:07:19	47.02761	-121.5859	888.6226	888.6226	0	0	0	0	0	0	-2.15959	-0.4702689	-35.08234	0.0328704	0.02624931	-0.6874905	-6.186701	8.007922	-998.0982	23.46456	-6.903678	0.4979142	0.008000016	-0.028	-0.01200002	0	
18:00:07:59	47.02761	-121.5859	888.6226	888.6226	0	0	0	0	0	0	-2.15959	-0.4702689	-35.08234	0.0328704	0.02624931	-0.6874905	-6.186701	8.007922	-998.0982	23.46456	-6.903678	0.4979142	0.008000016	-0.028	-0.01200002	0	
18:00:07:79	47.02761	-121.5859	888.6226	888.6226	0	0	0	0	0	0	-2.15959	-0.4702689	-35.08234	0.0328704	0.02624931	-0.6874905	-6.186701	8.007922	-998.0982	23.46456	-6.903678	0.4979142	0.008000016	-0.028	-0.01200002	0	
18:00:07:120	47.02763	-121.5859	889.3975	889.3975	0	0	0	0	0	0	-2.157694	-0.4699675	-35.11676	0.03187266	0.03302046	-0.6828381	-6.215415	7.998342	-998.8008	23.45835	-6.932168	0.502401	0.008000016	-0.028	-0.01200002	0	
18:00:07:162	47.02763	-121.5859	889.3975	889.3975	0	0	0	0	0	0	-2.157694	-0.4699675	-35.11676	0.03187266	0.03302046	-0.6828381	-6.215415	7.998342	-998.8008	23.45835	-6.932168	0.502401	0.008000016	-0.028	-0.01200002	0	
18:00:07:181	47.02763	-121.5859	889.3975	889.3975	0	0	0	0	0	0	-2.157694	-0.4699675	-35.11676	0.03187266	0.03302046	-0.6828381	-6.215415	7.998342	-998.8008	23.45835	-6.932168	0.502401	0.008000016	-0.028	-0.01200002	0	
18:00:07:227	47.02763	-121.5859	889.3975	889.3975	0	0	0	0	0	0	-2.157694	-0.4699675	-35.11676	0.03187266	0.03302046	-0.6828381	-6.215415	7.998342	-998.8008	23.45835	-6.932168	0.502401	0.008000016	-0.028	-0.01200002	0	
18:00:07:262	47.02763	-121.5859	889.3975	889.3975	0	0	0	0	0	0	-2.153961	-0.4686917	-35.18491	0.03173711	0.04012467	-0.6735399	-6.268404	8.00091	-999.7258	23.45835	-6.932168	0.502401	0.008000016	-0.028	-0.01200002	0	
18:00:07:283	47.02763	-121.5859	889.3975	889.3975	0	0	0	0	0	0	-2.153961	-0.4686917	-35.18491	0.03173711	0.04012467	-0.6735399	-6.268404	8.00091	-999.7258	23.45835	-6.932168	0.502401	0.008000016	-0.028	-0.01200002	0	
18:00:07:321	47.02766	-121.5859	890.4285	890.4285	0	0	0	0	0	0	-2.153961	-0.4686917	-35.18491	0.03173711	0.04012467	-0.6735399	-6.268404	8.00091	-999.7258	23.44891	-6.974986	0.5051327	0.008000016	-0.028	-0.01200002	0	
18:00:07:362	47.02766	-121.5859	890.4285	890.4285	0	0	0	0	0	0	-2.153961	-0.4686917	-35.18491	0.03173711	0.04012467	-0.6735399	-6.268404	8.00091	-999.7258	23.44891	-6.974986	0.5051327	0.008000016	-0.028	-0.01200002	0	
18:00:07:382	47.02766	-121.5859	890.4285	890.4285	0	0	0	0	0	0	-2.153961	-0.4686917	-35.18491	0.03173711	0.04012467	-0.6735399	-6.268404	8.00091	-999.7258	23.44891	-6.974986	0.5051327	0.008000016	-0.028	-0.01200002	0	
18:00:07:425	47.02766	-121.5859	890.4285	890.4285	0	0	0	0	0	0	-2.150109	-0.4669798	-35.25226	0.03372576	0.042641	-0.6659428	-6.318101	8.03091	-1000.201	23.44891	-6.974986	0.5051327	0.008000016	-0.028	-0.01200002	0	
18:00:07:459	47.02766	-121.5859	890.4285	890.4285	0	0	0	0	0	0	-2.150109	-0.4669798	-35.25226	0.03372576	0.042641	-0.6659428	-6.318101	8.03091	-1000.201	23.44891	-6.974986	0.5051327	0.008000016	-0.028	-0.01200002	0	
18:00:07:484	47.02766	-121.5859	890.4285	890.4285	0	0	0	0	0	0	-2.150109	-0.4669798	-35.25226	0.03372576	0.042641	-0.6659428	-6.318101	8.03091	-1000.201	23.44891	-6.974986	0.5051327	0.008000016	-0.028	-0.01200002	0	
18:00:07:526	47.02768	-121.5859	891.1382	891.1382	0	0	0	0	0	0	-2.148089	-0.4660638	-35.28568	0.03520986	0.04313314	-0.66322	-6.341645	8.05036	-1000.342	23.44251	-7.003499	0.5053748	0.008000016	-0.028	-0.01200002	0	
18:00:07:561	47.02768	-121.5859	891.1382	891.1382	0	0	0	0	0	0	-2.148089	-0.4660638	-35.28568	0.03520986	0.04313314	-0.66322	-6.341645	8.05036	-1000.342	23.44251	-7.003499	0.5053748	0.008000016	-0.028	-0.01200002	0	
18:00:07:582	47.02768	-121.5859	891.1382	891.1382	0	0	0	0	0	0	-2.148089	-0.4660638	-35.28568	0.03520986	0.04313314	-0.66322	-6.341645	8.05036	-1000.342	23.44251	-7.003499	0.5053748	0.008000016	-0.028	-0.01200002	0	
18:00:07:619	47.02768	-121.5859	891.1382	891.1382	0	0	0	0	0	0	-2.148089	-0.4660638	-35.28568	0.03520986	0.04313314	-0.66322	-6.341645	8.05036	-1000.342	23.44251	-7.003499	0.5053748	0.008000016	-0.028	-0.01200002	0	
18:00:07:623	47.02768	-121.5859	891.1382	891.1382	0	0	0	0	0	0	-2.148089	-0.4660638	-35.28568	0.03520986	0.04313314	-0.66322	-6.341645	8.05036	-1000.342	23.44251	-7.003499	0.5053748	0.008000016	-0.028	-0.01200002	0	
18:00:07:663	47.02768	-121.5859	891.1382	891.1382	0	0	0	0	0	0	-2.148089	-0.4660638	-35.28568	0.03520986	0.04313314	-0.66322	-6.341645	8.05036	-1000.342	23.44251	-7.003499	0.5053748	0.008000016	-0.028	-0.01200002	0	
